vote_id,user_id,target_type,target_id,value,created_at
V0006645,U01443,post,P000210,1,2025-09-09T18:18:19
V0002410,U00183,post,P001094,1,2025-09-09T18:34:36
V0002531,U02361,post,P003102,1,2025-09-09T18:49:55
V0004410,U02129,post,P000846,1,2025-09-09T19:02:30
V0012993,U00002,post,P002428,1,2025-09-09T19:51:48
V0001664,U02681,comment,CM0004207,-1,2025-09-09T21:32:11
V0012947,U01341,post,P000318,1,2025-09-09T22:07:55
V0005062,U00686,post,P002105,1,2025-09-09T22:44:03
V0014507,U00380,post,P001654,1,2025-09-09T23:16:26
V0001469,U01049,comment,CM0005335,1,2025-09-10T03:37:15
V0010018,U00426,comment,CM0005230,1,2025-09-10T03:47:59
V0013261,U00666,post,P001358,1,2025-09-10T04:48:39
V0002967,U00548,post,P003818,1,2025-09-10T05:02:31
V0004838,U01988,post,P003922,-1,2025-09-10T05:52:50
V0011689,U02726,post,P001785,1,2025-09-10T06:25:22
V0013678,U02233,post,P002858,1,2025-09-10T06:48:05
V0003303,U01013,post,P001580,1,2025-09-10T07:04:20
V0004611,U00339,comment,CM0004587,-1,2025-09-10T08:08:35
V0007921,U00885,post,P002694,1,2025-09-10T08:27:08
V0009078,U02325,post,P001211,1,2025-09-10T09:56:20
V0007339,U02996,post,P003402,1,2025-09-10T11:04:25
V0012456,U00100,post,P001287,1,2025-09-10T11:06:00
V0014163,U01164,comment,CM0006806,1,2025-09-10T13:46:23
V0013544,U01998,post,P002189,1,2025-09-10T14:07:15
V0009303,U01652,post,P000699,1,2025-09-10T15:11:36
V0000672,U00203,comment,CM0005172,1,2025-09-10T16:39:00
V0000206,U02980,post,P001120,1,2025-09-10T17:04:34
V0007212,U01224,post,P003230,-1,2025-09-10T19:45:46
V0013743,U02387,post,P000851,1,2025-09-10T20:55:25
V0006622,U02339,post,P003933,1,2025-09-10T23:02:25
V0000183,U02540,comment,CM0000534,1,2025-09-10T23:11:54
V0000576,U02891,post,P002897,1,2025-09-11T00:38:29
V0012789,U01039,post,P002460,1,2025-09-11T03:03:35
V0010570,U01693,post,P003029,1,2025-09-11T03:03:42
V0013109,U01538,post,P002048,1,2025-09-11T03:48:31
V0010601,U01888,post,P003914,-1,2025-09-11T03:51:53
V0009906,U02013,post,P000163,1,2025-09-11T05:02:12
V0003276,U00817,post,P002512,-1,2025-09-11T05:52:32
V0004496,U02735,post,P001657,1,2025-09-11T06:07:39
V0006477,U02837,post,P000976,1,2025-09-11T06:32:45
V0006342,U02362,comment,CM0001950,1,2025-09-11T07:16:34
V0003288,U02029,comment,CM0003742,1,2025-09-11T08:26:09
V0002706,U02313,post,P002412,1,2025-09-11T09:15:25
V0005420,U01891,comment,CM0003576,1,2025-09-11T11:05:50
V0009315,U01886,comment,CM0006450,1,2025-09-11T11:13:14
V0003381,U01561,comment,CM0006598,-1,2025-09-11T11:17:54
V0001611,U02170,comment,CM0001234,1,2025-09-11T11:25:24
V0008028,U00193,post,P003312,1,2025-09-11T13:09:53
V0014055,U01777,post,P002807,1,2025-09-11T14:40:19
V0012260,U02105,post,P001026,1,2025-09-11T14:57:48
V0014690,U00426,post,P001601,1,2025-09-11T15:10:40
V0000891,U00575,post,P002498,-1,2025-09-11T15:19:06
V0007420,U02378,post,P000503,1,2025-09-11T15:20:25
V0001047,U02827,post,P001584,1,2025-09-11T16:01:24
V0005439,U00989,comment,CM0003306,1,2025-09-11T16:55:34
V0000254,U01580,post,P000386,1,2025-09-11T17:17:25
V0011217,U00579,post,P000451,1,2025-09-11T19:08:40
V0009569,U02365,post,P001127,1,2025-09-11T19:27:38
V0008520,U01688,post,P001309,-1,2025-09-11T21:58:46
V0013415,U02794,comment,CM0003538,1,2025-09-11T22:42:07
V0009797,U01134,post,P003811,1,2025-09-12T00:05:47
V0009325,U02424,comment,CM0001468,-1,2025-09-12T02:04:01
V0001153,U02957,comment,CM0001831,1,2025-09-12T04:05:09
V0007485,U02054,post,P003625,1,2025-09-12T04:42:24
V0011036,U00889,post,P003690,1,2025-09-12T04:45:18
V0011342,U02163,post,P002900,1,2025-09-12T05:40:22
V0007322,U02301,post,P000058,1,2025-09-12T05:58:31
V0011993,U01577,post,P002529,1,2025-09-12T07:13:33
V0003143,U00088,post,P003370,1,2025-09-12T07:21:59
V0008820,U01113,post,P002672,-1,2025-09-12T07:41:43
V0002638,U00955,post,P001101,1,2025-09-12T08:29:30
V0013665,U01232,post,P001427,1,2025-09-12T09:06:18
V0011484,U00366,post,P002171,1,2025-09-12T11:07:23
V0001900,U01566,post,P003311,1,2025-09-12T11:43:30
V0014079,U00871,comment,CM0000426,1,2025-09-12T12:22:54
V0009946,U00360,comment,CM0000805,1,2025-09-12T12:29:32
V0008537,U00381,post,P001075,1,2025-09-12T13:24:25
V0001627,U02152,post,P002405,-1,2025-09-12T15:06:24
V0014443,U02865,post,P001917,1,2025-09-12T15:14:29
V0001312,U02261,comment,CM0003183,1,2025-09-12T15:53:00
V0010858,U02756,post,P001261,1,2025-09-12T17:12:10
V0002808,U00366,post,P000686,1,2025-09-12T17:44:59
V0004511,U00130,post,P002812,1,2025-09-12T17:55:42
V0004698,U00079,comment,CM0002538,1,2025-09-12T19:10:35
V0006933,U01606,post,P001322,1,2025-09-12T19:20:59
V0002452,U02681,post,P001372,1,2025-09-12T19:35:00
V0006396,U01506,post,P000115,1,2025-09-12T21:54:22
V0013339,U00818,comment,CM0000995,1,2025-09-12T21:59:29
V0004377,U01430,post,P000449,1,2025-09-12T22:07:28
V0007287,U02245,comment,CM0000854,-1,2025-09-12T23:46:57
V0004634,U00920,post,P001489,1,2025-09-13T00:08:05
V0012188,U00631,post,P002038,1,2025-09-13T00:39:54
V0000885,U00503,post,P001889,1,2025-09-13T00:45:22
V0011876,U01195,post,P002459,1,2025-09-13T02:19:44
V0009295,U00947,post,P001360,1,2025-09-13T10:30:45
V0006380,U01817,post,P003035,-1,2025-09-13T10:43:11
V0009897,U02832,post,P003267,1,2025-09-13T12:44:01
V0005703,U01922,post,P002694,-1,2025-09-13T12:52:29
V0001580,U02313,comment,CM0004664,1,2025-09-13T13:02:13
V0011347,U02649,post,P003623,1,2025-09-13T14:34:37
V0005820,U01621,post,P000588,1,2025-09-13T15:30:43
V0005364,U02160,post,P002271,1,2025-09-13T16:23:39
V0002168,U02595,comment,CM0006275,1,2025-09-13T16:49:18
V0000859,U02092,comment,CM0002640,1,2025-09-13T17:09:25
V0014854,U02729,post,P002804,1,2025-09-13T18:30:52
V0001740,U02887,post,P003023,1,2025-09-13T20:03:18
V0010889,U00936,post,P001323,-1,2025-09-13T21:24:49
V0001759,U00750,post,P001139,1,2025-09-13T22:42:31
V0010683,U02642,post,P000339,1,2025-09-13T22:51:18
V0003233,U02171,comment,CM0005165,1,2025-09-13T23:53:06
V0004530,U02822,comment,CM0000349,-1,2025-09-14T01:35:01
V0003795,U02950,post,P000209,1,2025-09-14T01:36:59
V0010756,U02853,post,P000562,1,2025-09-14T02:48:01
V0010120,U01160,comment,CM0000389,1,2025-09-14T05:36:17
V0014888,U01472,comment,CM0004003,1,2025-09-14T06:44:11
V0008741,U01370,post,P000015,1,2025-09-14T07:53:37
V0004802,U01988,post,P001827,1,2025-09-14T08:03:20
V0003420,U01420,post,P000734,1,2025-09-14T09:02:03
V0002211,U00018,post,P000725,1,2025-09-14T09:53:12
V0002882,U02333,post,P002495,1,2025-09-14T09:53:12
V0009521,U00914,post,P002256,1,2025-09-14T10:21:24
V0008659,U00458,post,P002643,1,2025-09-14T11:35:38
V0006336,U02107,post,P003483,1,2025-09-14T11:50:53
V0004675,U02459,comment,CM0001682,1,2025-09-14T12:09:49
V0001568,U01559,post,P003486,1,2025-09-14T14:22:44
V0011328,U00316,comment,CM0003754,1,2025-09-14T14:41:54
V0014737,U01705,post,P001447,1,2025-09-14T16:24:05
V0001603,U01790,post,P000487,1,2025-09-14T16:45:27
V0013525,U01490,post,P003292,1,2025-09-14T17:37:31
V0000384,U02260,post,P002750,1,2025-09-14T18:24:29
V0009940,U01333,post,P002509,1,2025-09-14T20:06:16
V0004235,U00187,comment,CM0005804,1,2025-09-14T20:15:25
V0001909,U02457,post,P001239,1,2025-09-14T20:30:31
V0014514,U02196,post,P000688,1,2025-09-14T20:46:28
V0002332,U00245,post,P003747,1,2025-09-14T21:58:46
V0013858,U00216,comment,CM0001450,1,2025-09-15T01:24:17
V0003747,U02902,post,P003965,1,2025-09-15T02:06:49
V0001044,U00412,post,P001669,1,2025-09-15T02:47:33
V0001936,U00509,post,P001962,1,2025-09-15T03:53:04
V0008324,U00941,post,P002520,1,2025-09-15T04:27:33
V0007786,U02111,comment,CM0003893,1,2025-09-15T05:24:13
V0003532,U00231,post,P002392,1,2025-09-15T06:47:47
V0005251,U02105,post,P001041,1,2025-09-15T07:05:27
V0002294,U01725,post,P001724,-1,2025-09-15T08:06:54
V0009030,U00108,post,P000823,1,2025-09-15T09:11:09
V0005342,U02366,post,P000507,1,2025-09-15T09:23:58
V0011026,U01783,comment,CM0002843,1,2025-09-15T10:02:17
V0006916,U02641,post,P003330,1,2025-09-15T10:32:53
V0014396,U00053,post,P000788,1,2025-09-15T11:21:40
V0012039,U01206,post,P003848,1,2025-09-15T11:42:30
V0010766,U00805,post,P000360,1,2025-09-15T14:37:20
V0014616,U01473,post,P003198,1,2025-09-15T15:08:56
V0002082,U02832,post,P000523,1,2025-09-15T16:08:21
V0006520,U00385,post,P001370,1,2025-09-15T16:23:20
V0000084,U02676,post,P003310,1,2025-09-15T16:40:04
V0005693,U00582,post,P000229,1,2025-09-15T17:12:42
V0014661,U01126,post,P003986,1,2025-09-15T18:27:42
V0000152,U00181,post,P002445,-1,2025-09-15T19:21:14
V0009814,U02908,post,P003429,1,2025-09-15T22:04:28
V0002180,U00027,post,P000483,1,2025-09-15T23:24:24
V0000469,U00628,post,P000644,1,2025-09-16T00:22:29
V0001913,U01493,post,P000220,1,2025-09-16T00:37:42
V0013801,U02876,post,P003063,1,2025-09-16T01:17:18
V0002932,U02190,post,P003520,1,2025-09-16T01:22:39
V0010405,U00976,post,P003514,1,2025-09-16T01:40:25
V0004967,U02743,post,P002982,1,2025-09-16T01:41:10
V0014287,U02018,post,P002787,1,2025-09-16T01:44:52
V0004601,U00664,post,P003100,1,2025-09-16T02:04:44
V0009165,U01868,comment,CM0006552,1,2025-09-16T02:16:29
V0003595,U00366,post,P003034,1,2025-09-16T02:33:39
V0007914,U00073,comment,CM0003889,1,2025-09-16T04:20:01
V0008009,U02426,post,P003886,-1,2025-09-16T05:36:31
V0005042,U02438,post,P003603,1,2025-09-16T06:16:13
V0003965,U01158,post,P000857,1,2025-09-16T06:59:54
V0001451,U00357,post,P001428,1,2025-09-16T08:54:49
V0001762,U02839,post,P001548,-1,2025-09-16T09:26:39
V0008237,U02632,post,P001669,-1,2025-09-16T12:34:07
V0005135,U01745,post,P001018,1,2025-09-16T12:34:45
V0012384,U02393,comment,CM0000881,1,2025-09-16T14:03:05
V0013514,U01241,comment,CM0002571,1,2025-09-16T14:52:57
V0002628,U00338,comment,CM0000060,1,2025-09-16T15:04:39
V0000931,U02061,post,P001291,-1,2025-09-16T15:27:34
V0004592,U01162,post,P000409,1,2025-09-16T15:30:23
V0005154,U00180,comment,CM0002730,1,2025-09-16T16:02:52
V0000586,U00901,post,P000688,-1,2025-09-16T16:48:01
V0000839,U00852,post,P000103,1,2025-09-16T18:12:15
V0014804,U01185,comment,CM0000120,1,2025-09-16T19:54:15
V0003697,U01193,comment,CM0001008,1,2025-09-16T20:24:56
V0009644,U02099,post,P000921,1,2025-09-16T20:56:03
V0009416,U02356,post,P000196,-1,2025-09-16T22:28:08
V0007590,U00337,post,P002959,1,2025-09-16T23:03:40
V0004154,U02021,post,P003199,1,2025-09-17T02:05:42
V0007536,U02989,comment,CM0002872,1,2025-09-17T02:26:34
V0005526,U02629,comment,CM0006015,1,2025-09-17T02:51:10
V0005993,U00720,comment,CM0000817,1,2025-09-17T04:37:13
V0006078,U02134,post,P003974,-1,2025-09-17T05:08:51
V0001369,U00266,post,P002006,1,2025-09-17T05:12:06
V0011394,U00030,post,P002397,-1,2025-09-17T05:12:43
V0002390,U00039,post,P002743,-1,2025-09-17T06:55:22
V0014328,U00506,post,P003553,1,2025-09-17T11:48:48
V0007673,U00107,comment,CM0004526,1,2025-09-17T12:21:32
V0010149,U01455,post,P001440,1,2025-09-17T12:29:51
V0002925,U02437,post,P001219,1,2025-09-17T13:08:13
V0004626,U01558,post,P003200,-1,2025-09-17T16:12:38
V0013239,U01747,post,P001666,1,2025-09-17T16:15:42
V0009345,U01448,post,P000075,1,2025-09-17T16:34:19
V0006169,U00756,post,P000498,1,2025-09-17T16:39:28
V0013089,U01546,post,P002133,1,2025-09-17T16:50:51
V0007159,U01212,post,P000372,-1,2025-09-17T18:37:44
V0010739,U02784,post,P002950,1,2025-09-17T19:33:01
V0009635,U00691,comment,CM0002080,1,2025-09-17T21:43:33
V0009931,U00698,post,P002745,1,2025-09-17T22:27:48
V0006126,U01340,post,P003471,1,2025-09-17T23:42:30
V0001077,U02349,comment,CM0005406,1,2025-09-18T01:05:31
V0002347,U02472,comment,CM0004754,1,2025-09-18T01:09:01
V0004337,U02844,comment,CM0002795,1,2025-09-18T01:40:27
V0010056,U02670,post,P001688,-1,2025-09-18T03:10:34
V0013783,U02626,post,P000431,1,2025-09-18T06:02:19
V0010428,U02898,post,P000143,1,2025-09-18T06:25:48
V0009972,U00109,post,P001297,-1,2025-09-18T09:29:10
V0004136,U02010,comment,CM0005863,1,2025-09-18T11:07:23
V0000660,U02461,post,P003535,1,2025-09-18T11:27:19
V0010684,U00956,post,P002835,1,2025-09-18T11:58:29
V0002075,U01844,post,P001028,1,2025-09-18T12:28:54
V0008194,U00979,post,P002780,1,2025-09-18T13:10:22
V0011660,U02353,post,P002558,1,2025-09-18T13:39:20
V0011788,U01732,post,P002270,1,2025-09-18T14:44:29
V0011200,U01157,comment,CM0003618,1,2025-09-18T16:23:45
V0006752,U00838,post,P001965,1,2025-09-18T17:13:22
V0004469,U02820,comment,CM0000040,1,2025-09-18T17:27:00
V0014497,U00423,comment,CM0004606,-1,2025-09-18T18:08:30
V0013248,U00015,post,P002067,1,2025-09-18T18:26:45
V0013186,U02093,post,P002756,1,2025-09-18T18:29:23
V0007952,U01689,post,P003350,1,2025-09-18T19:29:51
V0012718,U02745,post,P000789,1,2025-09-18T19:31:09
V0005748,U02271,post,P000938,1,2025-09-18T19:35:22
V0007877,U01270,post,P000631,1,2025-09-18T19:51:25
V0011514,U02134,post,P003423,1,2025-09-18T20:08:31
V0014711,U02131,post,P000905,1,2025-09-18T21:14:33
V0006224,U00965,post,P003609,1,2025-09-18T22:09:07
V0010132,U02158,comment,CM0001557,1,2025-09-19T00:24:12
V0012638,U01254,comment,CM0002985,1,2025-09-19T01:06:28
V0013820,U02139,post,P003045,1,2025-09-19T01:08:53
V0003577,U02497,post,P003482,1,2025-09-19T01:30:18
V0007426,U01392,post,P001171,1,2025-09-19T01:52:51
V0012622,U02125,post,P000979,1,2025-09-19T02:26:32
V0003427,U00557,post,P003624,1,2025-09-19T03:54:41
V0006492,U02661,post,P002917,1,2025-09-19T03:58:10
V0005415,U01907,post,P002698,1,2025-09-19T04:16:16
V0013546,U02296,comment,CM0005112,1,2025-09-19T04:44:46
V0010213,U02358,comment,CM0001484,1,2025-09-19T04:58:32
V0012079,U00878,post,P003896,1,2025-09-19T05:01:36
V0005774,U01038,post,P003852,1,2025-09-19T05:16:59
V0010763,U02841,post,P000292,1,2025-09-19T06:35:18
V0005590,U02031,post,P000630,1,2025-09-19T06:36:57
V0011286,U01965,post,P003176,1,2025-09-19T06:42:24
V0009960,U02631,comment,CM0006352,1,2025-09-19T09:26:01
V0014766,U00387,post,P003139,1,2025-09-19T10:54:07
V0008883,U01560,post,P002857,1,2025-09-19T10:58:07
V0007010,U01997,post,P000002,1,2025-09-19T12:35:00
V0003069,U00958,post,P003673,-1,2025-09-19T14:15:57
V0005607,U02671,post,P003456,1,2025-09-19T14:49:53
V0013560,U02117,post,P002427,1,2025-09-19T14:54:19
V0014695,U01205,post,P004000,1,2025-09-19T15:41:50
V0007367,U01613,post,P002320,-1,2025-09-19T17:10:41
V0000966,U01250,post,P000679,1,2025-09-19T17:44:39
V0003081,U02707,post,P002210,1,2025-09-19T18:40:27
V0012282,U00408,comment,CM0002388,1,2025-09-19T19:39:38
V0001553,U02036,comment,CM0004689,1,2025-09-19T21:07:22
V0002699,U02995,comment,CM0002896,1,2025-09-19T21:18:48
V0004831,U00114,post,P002962,-1,2025-09-19T21:29:31
V0007001,U01763,post,P002972,1,2025-09-19T22:34:27
V0001203,U02884,post,P002618,1,2025-09-19T22:56:39
V0013590,U00693,post,P003786,-1,2025-09-19T23:38:24
V0006139,U02519,post,P000080,1,2025-09-20T03:58:44
V0004928,U01725,post,P000499,1,2025-09-20T04:58:14
V0014376,U02209,comment,CM0000142,1,2025-09-20T05:19:00
V0001425,U01145,post,P003513,1,2025-09-20T05:58:37
V0004798,U01398,post,P002644,1,2025-09-20T10:03:48
V0001099,U00327,post,P000010,1,2025-09-20T10:47:30
V0010352,U02263,post,P002613,1,2025-09-20T12:10:20
V0000245,U01537,post,P002652,1,2025-09-20T13:21:45
V0014642,U00767,post,P003370,1,2025-09-20T13:29:43
V0014999,U00236,comment,CM0002202,1,2025-09-20T13:31:46
V0011940,U00913,post,P003421,-1,2025-09-20T15:08:27
V0001107,U00250,post,P001212,-1,2025-09-20T15:14:57
V0003889,U02785,post,P002175,1,2025-09-20T16:20:21
V0006697,U00201,post,P001260,1,2025-09-20T17:51:46
V0008906,U02651,post,P001071,1,2025-09-20T19:10:38
V0012199,U01843,comment,CM0000595,1,2025-09-20T19:14:58
V0010744,U01218,comment,CM0001789,1,2025-09-20T20:24:14
V0011810,U01951,post,P003096,1,2025-09-20T21:09:32
V0004478,U01386,post,P001965,1,2025-09-20T22:32:07
V0008276,U00937,post,P001262,-1,2025-09-20T22:49:51
V0006258,U01553,comment,CM0001613,1,2025-09-20T23:02:46
V0010173,U01342,post,P002259,1,2025-09-20T23:29:30
V0014526,U02528,post,P001283,1,2025-09-21T00:26:41
V0014850,U01223,comment,CM0006330,1,2025-09-21T00:26:52
V0009811,U02222,comment,CM0003404,1,2025-09-21T00:29:50
V0007878,U01717,post,P002894,1,2025-09-21T01:39:41
V0001019,U01443,comment,CM0006601,1,2025-09-21T02:35:10
V0008215,U00990,post,P002444,1,2025-09-21T03:05:45
V0008777,U00573,post,P002068,1,2025-09-21T04:51:40
V0009661,U02427,post,P001238,1,2025-09-21T07:17:40
V0000351,U01881,post,P000609,-1,2025-09-21T08:06:08
V0011152,U02575,comment,CM0001107,1,2025-09-21T08:56:34
V0004243,U00197,post,P000110,1,2025-09-21T09:04:58
V0011737,U01356,post,P000914,1,2025-09-21T09:32:44
V0002774,U02712,post,P002455,1,2025-09-21T09:46:47
V0008352,U02682,post,P001703,-1,2025-09-21T11:02:10
V0010178,U01189,post,P000916,1,2025-09-21T11:08:07
V0012887,U01476,post,P002877,1,2025-09-21T11:09:08
V0012322,U01164,post,P001661,1,2025-09-21T11:46:09
V0008675,U01309,post,P002660,1,2025-09-21T13:01:09
V0001444,U02060,post,P003444,1,2025-09-21T13:27:47
V0002707,U00414,post,P001375,1,2025-09-21T14:16:10
V0008410,U00879,comment,CM0002027,1,2025-09-21T15:09:40
V0009466,U00136,post,P000295,1,2025-09-21T15:28:34
V0002495,U01533,post,P000854,1,2025-09-21T15:52:28
V0005629,U00805,post,P002007,1,2025-09-21T17:09:32
V0003380,U01234,post,P002570,-1,2025-09-21T20:41:41
V0011988,U01970,post,P002975,-1,2025-09-21T22:46:53
V0014984,U01843,post,P000006,1,2025-09-21T23:04:38
V0005025,U02488,comment,CM0003903,-1,2025-09-21T23:15:54
V0010419,U01572,post,P003793,-1,2025-09-22T02:07:48
V0002146,U02099,post,P000086,1,2025-09-22T02:50:58
V0011040,U02318,post,P001335,1,2025-09-22T03:54:14
V0000564,U02554,post,P000714,1,2025-09-22T04:02:53
V0007040,U02227,comment,CM0003466,1,2025-09-22T04:16:49
V0010710,U02135,post,P001601,1,2025-09-22T06:22:28
V0000701,U00627,post,P002537,1,2025-09-22T07:18:45
V0006823,U01413,post,P000238,1,2025-09-22T08:03:07
V0009641,U01729,post,P002085,1,2025-09-22T08:29:42
V0006638,U00832,post,P001154,1,2025-09-22T08:54:20
V0008313,U02145,post,P001024,1,2025-09-22T09:03:16
V0003936,U02816,post,P003361,1,2025-09-22T09:05:06
V0000180,U00279,post,P001652,1,2025-09-22T09:44:13
V0013390,U01014,post,P002027,1,2025-09-22T12:35:26
V0005286,U01174,post,P002672,1,2025-09-22T13:38:00
V0008305,U00059,post,P003097,1,2025-09-22T15:46:38
V0004628,U00470,post,P001222,1,2025-09-22T16:01:01
V0000528,U01740,post,P001267,1,2025-09-22T16:08:47
V0008798,U00176,comment,CM0002758,1,2025-09-22T16:09:32
V0001105,U00682,post,P002249,-1,2025-09-22T17:01:37
V0003623,U02407,post,P003610,1,2025-09-22T18:52:25
V0001156,U00898,post,P003297,-1,2025-09-22T19:29:09
V0010361,U00565,comment,CM0001276,1,2025-09-22T19:29:42
V0011922,U02407,comment,CM0005584,1,2025-09-22T20:28:59
V0014939,U00877,comment,CM0001321,1,2025-09-23T03:21:53
V0002462,U01249,post,P003786,1,2025-09-23T04:30:49
V0001730,U01151,comment,CM0001145,1,2025-09-23T04:38:21
V0013395,U01786,post,P002043,1,2025-09-23T05:50:47
V0011525,U02877,comment,CM0006228,1,2025-09-23T06:42:16
V0008450,U02580,post,P003506,1,2025-09-23T08:12:08
V0003034,U01291,post,P003066,1,2025-09-23T08:36:40
V0002892,U01052,post,P000698,1,2025-09-23T08:44:20
V0011774,U00216,post,P003440,1,2025-09-23T10:39:02
V0009755,U02273,post,P002509,1,2025-09-23T11:12:03
V0004618,U00330,post,P002526,1,2025-09-23T11:34:47
V0011913,U00788,post,P001384,1,2025-09-23T14:24:21
V0013516,U02082,post,P002079,-1,2025-09-23T16:38:44
V0008249,U00249,post,P000508,1,2025-09-23T18:19:44
V0010444,U00673,post,P003821,1,2025-09-23T19:49:25
V0010606,U02819,post,P000157,1,2025-09-23T19:58:19
V0008718,U01346,post,P003715,-1,2025-09-23T20:25:52
V0014893,U02904,post,P001923,1,2025-09-23T21:35:36
V0013962,U02406,post,P000781,1,2025-09-23T21:45:11
V0000151,U00950,comment,CM0000955,1,2025-09-23T22:42:58
V0012921,U00818,post,P002119,1,2025-09-23T23:56:28
V0006727,U00504,comment,CM0003779,1,2025-09-24T00:24:35
V0004276,U02526,post,P003842,1,2025-09-24T00:46:06
V0007748,U02363,comment,CM0006886,1,2025-09-24T02:34:39
V0005116,U00233,comment,CM0005444,1,2025-09-24T02:59:16
V0007618,U00933,post,P002349,1,2025-09-24T03:24:01
V0012371,U00777,post,P003801,1,2025-09-24T04:03:07
V0012574,U01095,post,P002820,1,2025-09-24T04:56:51
V0000629,U02057,comment,CM0005368,1,2025-09-24T04:59:55
V0013993,U02808,post,P003481,1,2025-09-24T05:35:04
V0000261,U00778,post,P001792,1,2025-09-24T05:55:23
V0007968,U00369,post,P002880,-1,2025-09-24T06:25:16
V0005869,U02655,post,P002162,1,2025-09-24T07:01:56
V0008753,U02281,post,P002188,1,2025-09-24T08:57:21
V0006414,U01816,post,P003876,1,2025-09-24T09:23:56
V0000064,U00237,post,P000315,1,2025-09-24T10:20:12
V0007151,U01798,post,P001092,1,2025-09-24T10:43:04
V0006787,U00755,comment,CM0000572,1,2025-09-24T11:45:19
V0008715,U00560,comment,CM0001479,1,2025-09-24T11:59:02
V0012191,U01179,post,P000149,1,2025-09-24T12:15:19
V0002953,U02552,post,P001115,1,2025-09-24T17:29:30
V0005152,U00641,comment,CM0003254,1,2025-09-24T17:46:04
V0003510,U01378,post,P000282,1,2025-09-24T17:48:50
V0005908,U02853,post,P000662,1,2025-09-24T19:11:05
V0014229,U02099,comment,CM0002624,1,2025-09-24T21:40:19
V0012799,U00447,post,P003803,-1,2025-09-24T21:41:23
V0002805,U02757,comment,CM0002435,1,2025-09-24T22:15:51
V0011061,U01842,post,P001799,1,2025-09-24T22:48:45
V0012946,U02376,comment,CM0000282,1,2025-09-24T23:56:19
V0009035,U02434,post,P000959,1,2025-09-25T02:12:02
V0007137,U01133,comment,CM0005662,1,2025-09-25T02:46:47
V0012071,U02901,post,P000812,1,2025-09-25T03:10:41
V0002795,U02614,post,P003763,1,2025-09-25T03:30:54
V0010791,U00228,comment,CM0002318,1,2025-09-25T06:42:15
V0003055,U01348,post,P000067,1,2025-09-25T10:12:01
V0012026,U02238,post,P001132,1,2025-09-25T10:31:48
V0002257,U00009,comment,CM0002016,1,2025-09-25T10:50:27
V0000058,U02106,post,P001091,1,2025-09-25T10:58:02
V0007759,U00035,post,P003235,1,2025-09-25T11:21:17
V0003199,U01835,comment,CM0000753,1,2025-09-25T11:30:52
V0003434,U01477,post,P001713,1,2025-09-25T12:33:29
V0004515,U01500,post,P002027,1,2025-09-25T13:34:56
V0000525,U02312,post,P000775,1,2025-09-25T14:23:09
V0013725,U00982,post,P001759,1,2025-09-25T14:42:39
V0008545,U01114,post,P001761,1,2025-09-25T14:55:49
V0007398,U02691,post,P001801,1,2025-09-25T15:33:58
V0012586,U00158,comment,CM0000221,1,2025-09-25T16:26:22
V0005661,U02173,post,P001485,1,2025-09-25T17:36:34
V0007676,U00390,comment,CM0000911,1,2025-09-25T18:10:08
V0014658,U00415,post,P000149,1,2025-09-25T18:55:02
V0005311,U01817,post,P001065,1,2025-09-25T21:02:53
V0009517,U02512,post,P001392,1,2025-09-25T22:43:29
V0003745,U02432,post,P003815,1,2025-09-26T02:17:59
V0010438,U00445,post,P000416,1,2025-09-26T04:32:56
V0008630,U02337,post,P003963,1,2025-09-26T06:29:38
V0014976,U01479,post,P001764,1,2025-09-26T08:12:02
V0007602,U00248,post,P000724,1,2025-09-26T08:17:13
V0007256,U00529,post,P000522,1,2025-09-26T08:39:42
V0007739,U02524,post,P001552,1,2025-09-26T08:43:01
V0006669,U00397,post,P003599,1,2025-09-26T10:03:10
V0002391,U01384,post,P002573,1,2025-09-26T10:55:07
V0009324,U00118,comment,CM0001510,1,2025-09-26T12:59:03
V0013015,U01803,comment,CM0002456,1,2025-09-26T13:20:20
V0003111,U00188,comment,CM0002143,1,2025-09-26T15:26:17
V0014395,U00922,post,P003529,1,2025-09-26T15:42:30
V0008518,U02064,post,P002188,1,2025-09-26T15:54:57
V0005680,U00329,post,P003906,1,2025-09-26T15:56:15
V0002833,U02206,comment,CM0005338,1,2025-09-26T19:08:04
V0004023,U00894,post,P003710,1,2025-09-27T00:16:09
V0013019,U01287,post,P003265,1,2025-09-27T03:02:00
V0009062,U01212,post,P002388,1,2025-09-27T04:09:41
V0007179,U01038,post,P003382,1,2025-09-27T06:25:03
V0014498,U01782,comment,CM0006825,1,2025-09-27T07:58:07
V0011334,U01186,post,P001981,1,2025-09-27T09:29:53
V0013562,U02576,post,P000232,-1,2025-09-27T09:39:23
V0010923,U00643,post,P003105,1,2025-09-27T10:14:47
V0012484,U01128,comment,CM0001581,1,2025-09-27T10:30:10
V0000007,U00354,post,P002661,1,2025-09-27T11:24:50
V0002426,U02353,post,P001446,1,2025-09-27T11:30:23
V0001053,U00778,post,P001135,1,2025-09-27T12:35:56
V0014438,U01114,post,P003581,-1,2025-09-27T13:52:36
V0001613,U02214,post,P001624,1,2025-09-27T15:14:44
V0013836,U01093,comment,CM0005559,1,2025-09-27T15:19:28
V0001113,U02460,comment,CM0003406,1,2025-09-27T15:32:58
V0006615,U01849,post,P000534,1,2025-09-27T16:10:03
